geometry,WELL_ID,WELL_TEST_ID,LATTITUDE,LONGITUDE,WQUAL_DETAILS_ID,total alkalinity_value,carbonate_value,nitrite as nitrogen_value,nitrate as nitrogen_value,ph_value,bicarbonate_value,total dissolved solids_value,fluoride_value,total hardness_value,chloride_value,manganese_value,iron_value,sulphate_value,calcium_value,sodium_value,potassium_value,magnesium_value,iron (total)_value,nitrite + nitrate as nitrogen_value,ionic balance_value
POINT (-112.788089 51.909093),1693,3946,51.909093,-112.788089,1183319,710.0,14.0,0.003,0.003,8.4,840.0,2100.0,0.63,37.0,15.0,0.03,0.66,830.0,13.0,770.0,1.4,1.4,3.1,0.003,110.0
POINT (-112.788763 51.910333),9084,4547,51.910333,-112.788763,1183323,710.0,11.0,0.007,0.041,8.4,840.0,2200.0,0.67,35.0,16.0,0.023,0.14,1000.0,12.0,730.0,1.3,1.2,6.6,0.048,91.0
POINT (-112.791254 51.919952),3463,3705,51.919952,-112.791254,1179335,608.0,18.7,0.003,0.012,8.56,704.0,1190.0,1.39,15.0,11.6,0.005,0.04,345.0,5.1,459.0,0.9,0.5,0.14,0.012,103.0
POINT (-112.804916 51.945444),190,5329,51.945444,-112.804916,1157061,583.0,17.0,0.02,0.05,8.5,678.0,1760.0,1.1,34.2,15.8,0.013,0.05,764.0,11.6,615.0,1.4,1.3,0.2,0.07,98.0
POINT (-112.782444 51.947161),3465,12387,51.947161,-112.782444,1179351,545.0,30.3,0.003,0.003,8.72,604.0,1150.0,1.88,15.0,12.3,0.007,0.11,354.0,5.4,452.0,1.0,0.5,0.22,0.003,107.0
POINT (-112.77065 51.933681),11260,7194,51.933681,-112.77065,1181363,710.0,0.5,0.003,0.028,8.2,860.0,2000.0,0.29,59.0,13.0,0.029,0.2,930.0,20.0,640.0,1.6,2.1,0.7,0.028,87.0
POINT (-112.77065 51.933689),15820,15820,51.933689,-112.77065,1219066,695.0,6.0,0.02,0.05,7.89,847.0,2130.0,0.3,66.6,11.3,0.03,0.02,954.0,22.7,721.0,2.1,2.4,1.3,0.07,96.0
POINT (-112.770756 51.949683),3701,304,51.949683,-112.770756,1064499,722.0,4.8,0.006,0.059,8.35,871.0,2090.0,1.0,53.0,64.8,0.019,0.21,816.0,18.3,773.0,1.6,2.0,0.3,0.065,102.0
POINT (-112.770992 51.949367),10432,6537,51.949367,-112.770992,1179347,576.0,15.8,0.007,0.172,8.56,670.0,1250.0,1.48,30.0,22.5,0.009,0.01,396.0,8.7,472.0,1.7,2.0,0.07,0.179,103.0
POINT (-112.75675 51.940783),1006,10038,51.940783,-112.75675,1184251,490.0,22.0,0.06,0.2,8.7,553.0,1100.0,1.3,6.5,303.0,0.002,0.042,58.0,2.19,438.0,0.8,0.24,0.057,0.2,98.0
POINT (-112.744178 51.912772),2819,597,51.912772,-112.744178,1064715,692.0,6.0,0.02,0.24,8.16,844.0,2030.0,0.4,100.0,17.2,0.025,0.1,857.0,40.0,691.0,4.0,7.0,1.2,0.24,101.0
POINT (-112.762983 51.914516),3930,11481,51.914516,-112.762983,1198031,645.0,7.0,0.015,0.038,8.4,772.0,1800.0,0.32,88.0,16.7,0.018,0.1,731.0,27.6,632.0,2.5,4.6,0.7,0.038,102.0
POINT (-112.759367 51.912267),14663,14663,51.912267,-112.759367,1217924,635.0,10.0,0.2,2.8,7.7,775.0,1790.0,0.5,67.1,22.0,0.05,0.2,343.0,21.2,620.0,1.7,3.4,0.273,4.5,137.0
POINT (-112.758743 51.913016),4052,7885,51.913016,-112.758743,1198223,644.0,13.0,0.015,0.022,8.4,760.0,1730.0,0.27,92.0,18.7,0.026,0.1,708.0,28.4,585.0,2.1,5.0,2.2,0.022,97.0
POINT (-112.767589 51.89354),7819,8224,51.89354,-112.767589,1204549,691.0,18.3,0.05,0.05,8.47,806.0,1650.0,0.62,25.0,12.1,0.0081,0.049,634.0,8.36,576.0,1.12,1.0,0.062,0.071,90.0
POINT (-112.759231 51.897613),7705,8223,51.897613,-112.759231,1204521,703.0,18.1,0.05,0.05,8.48,821.0,1830.0,0.78,27.9,19.5,0.0092,0.036,728.0,9.09,645.0,1.22,1.26,1.33,0.071,100.0
POINT (-112.759389 51.89754),3959,12689,51.89754,-112.759389,1198215,685.0,14.0,0.015,0.022,8.4,808.0,2090.0,0.51,43.0,13.7,0.014,0.1,879.0,14.7,767.0,1.7,1.6,0.1,0.022,106.0
POINT (-112.751552 51.906829),7860,9892,51.906829,-112.751552,1198219,649.0,16.0,0.015,0.022,8.5,760.0,2270.0,0.59,47.0,13.1,0.017,0.1,1040.0,16.0,809.0,1.6,1.6,0.1,0.022,103.0
POINT (-112.720134 51.919342),8898,8594,51.919342,-112.720134,1181059,816.0,27.8,0.003,0.004,8.57,939.0,940.0,1.33,12.0,42.4,0.012,0.03,0.7,4.4,400.0,0.6,0.3,0.09,0.004,100.0
POINT (-112.720136 51.919387),15217,15217,51.919387,-112.720136,1218475,820.0,21.0,0.01,0.01,8.62,950.0,910.0,1.4,14.0,39.0,0.0065,0.06,1.0,4.9,370.0,0.74,0.33,0.06,0.02,94.0
POINT (-112.733485 51.940913),14557,14557,51.940913,-112.733485,1217818,553.0,12.0,0.2,0.1,8.5,651.0,1110.0,0.9,6.1,152.0,0.033,0.007,59.4,2.5,144.0,1.0,1.0,0.059,0.5,38.4
POINT (-112.722075 51.947654),14558,14558,51.947654,-112.722075,1217819,642.0,10.0,0.2,0.1,7.8,783.0,2410.0,1.94,150.0,15.0,0.064,0.006,1160.0,49.4,346.0,2.5,6.4,0.279,3.4,48.5
POINT (-112.722134 51.947665),3457,3716,51.947665,-112.722134,1179299,634.0,0.5,0.007,0.032,8.17,774.0,2330.0,0.43,170.0,17.2,0.06,0.16,1090.0,56.9,771.0,3.2,7.2,0.19,0.039,103.0
POINT (-112.689025 51.93356),10608,3106,51.93356,-112.689025,1178131,787.0,0.5,0.003,0.003,8.06,961.0,2360.0,0.53,200.0,236.0,0.063,0.54,869.0,56.0,713.0,2.9,14.1,0.62,0.003,87.0
POINT (-112.688132 51.93342),968,7001,51.93342,-112.688132,1182415,566.0,6.2,0.003,0.003,8.39,678.0,1220.0,0.95,16.0,237.0,0.005,0.06,173.0,5.6,459.0,0.9,0.5,0.06,0.003,94.0
POINT (-112.709238 51.917316),1296,6131,51.917316,-112.709238,1180923,911.0,0.5,0.003,0.003,8.28,1120.0,1770.0,0.44,39.0,7.2,0.02,0.08,504.0,12.8,693.0,1.9,1.6,0.37,0.003,107.0
POINT (-112.715725 51.878055),2345,1287,51.878055,-112.715725,1070355,625.0,11.0,0.06,0.18,8.46,735.0,1273.0,1.22,20.0,14.3,0.01,0.03,385.0,6.9,488.0,1.0,0.6,0.1,0.18,103.0
POINT (-112.725653 51.883131),10635,8470,51.883131,-112.725653,1197975,700.0,0.5,0.003,0.013,8.2,860.0,2000.0,0.58,40.0,16.0,0.02,0.06,850.0,14.0,700.0,1.4,1.1,0.06,0.013,97.0
POINT (-112.72561 51.88316),10472,6089,51.88316,-112.72561,1207645,580.0,4.6,0.003,0.003,8.34,700.0,1790.0,0.92,36.0,23.0,0.014,0.06,790.0,12.0,610.0,1.4,1.2,0.06,0.003,96.0
POINT (-112.740822 51.887328),30,2772,51.887328,-112.740822,1156117,879.0,6.0,0.02,0.05,7.98,1070.0,2390.0,0.4,64.0,25.7,0.05,0.1,986.0,22.0,825.0,4.0,2.0,0.3,0.07,96.0
POINT (-112.740723 51.883547),1691,12430,51.883547,-112.740723,1183303,670.0,4.1,0.03,0.13,8.3,810.0,2300.0,0.73,51.0,16.0,0.012,0.06,1000.0,18.0,830.0,1.8,1.5,0.08,0.16,110.0
POINT (-112.732128 51.882973),11663,7018,51.882973,-112.732128,1183307,680.0,19.0,0.064,0.5,8.5,790.0,2000.0,0.82,38.0,13.0,0.031,0.06,830.0,13.0,720.0,1.8,1.1,1.7,0.56,100.0
POINT (-112.735806 51.875482),1360,3979,51.875482,-112.735806,1181355,640.0,8.5,0.003,0.02,8.4,770.0,2000.0,0.76,37.0,18.0,0.012,0.08,870.0,13.0,720.0,1.1,1.1,0.34,0.02,100.0
POINT (-112.726975 51.84521),3219,6806,51.84521,-112.726975,1178527,741.0,0.5,0.003,0.027,8.27,904.0,1690.0,0.46,38.0,27.7,0.006,0.15,597.0,12.8,603.0,1.2,1.5,0.33,0.027,96.0
POINT (-112.68199 51.852382),8298,8726,51.852382,-112.68199,1178127,524.0,0.5,0.013,0.507,8.04,639.0,1190.0,0.56,110.0,122.0,0.046,0.25,305.0,26.9,404.0,3.1,9.8,0.37,0.52,98.0
POINT (-112.667566 52.008019),5283,6476,52.008019,-112.667566,1217064,654.0,19.0,0.005,0.01,8.52,759.0,894.0,1.06,13.0,133.0,0.005,0.05,4.4,4.5,359.0,0.9,0.4,0.1,0.02,94.0
POINT (-112.677683 52.02275),9997,8673,52.02275,-112.677683,1194951,750.0,26.0,0.02,0.05,8.55,861.0,1260.0,0.86,19.0,34.1,0.007,0.03,301.0,6.8,467.0,1.0,0.5,0.2,0.07,93.0
POINT (-112.652198 52.008506),7111,4042,52.008506,-112.652198,1216295,651.0,16.0,0.005,0.02,8.5,760.0,904.0,1.06,13.0,139.0,0.006,0.05,4.6,4.6,364.0,1.0,0.5,0.1,0.02,94.0
POINT (-112.615958 51.97122),4157,7311,51.97122,-112.615958,1194955,760.0,49.0,0.005,0.01,8.7,827.0,902.0,1.03,10.0,28.3,0.005,0.01,38.5,3.7,320.0,0.8,0.2,0.1,0.01,98.0
POINT (-112.616198 51.970182),8728,8501,51.970182,-112.616198,1201231,801.0,32.0,0.005,0.01,8.59,912.0,1200.0,0.56,26.0,9.2,0.005,0.01,238.0,9.0,458.0,1.0,0.8,0.01,0.01,96.0
POINT (-112.618183 51.9721),11026,8246,51.9721,-112.618183,1201235,807.0,19.0,0.005,0.02,8.47,944.0,1240.0,0.49,23.0,6.8,0.005,0.01,259.0,8.0,480.0,1.0,0.7,0.8,0.02,98.0
POINT (-112.614753 52.025165),14622,14622,52.025165,-112.614753,1217883,650.0,10.0,0.2,0.1,7.9,793.0,1420.0,0.5,34.2,14.2,0.05,1.5,381.0,11.2,497.0,1.0,1.5,4.2,0.8,105.0
POINT (-112.608944 52.033877),14623,14623,52.033877,-112.608944,1217884,635.0,10.0,0.2,0.1,7.6,775.0,1280.0,0.87,42.2,4.6,0.05,0.1,330.0,15.3,451.0,1.0,1.0,0.189,1.6,104.0
POINT (-112.559171 52.063171),6785,8498,52.063171,-112.559171,1200867,758.0,31.0,0.005,0.02,8.59,861.0,870.0,0.95,10.0,9.2,0.007,2.1,58.4,3.5,343.0,0.8,0.3,2.1,0.02,91.0
POINT (-112.5697 52.07012),15045,15045,52.07012,-112.5697,1218303,848.0,21.1,0.05,0.1,8.41,992.0,1360.0,0.4,20.0,5.5,0.0057,0.05,337.0,7.0,495.0,1.3,0.61,0.075,0.11,90.9
POINT (-112.595013 52.094239),5180,8699,52.094239,-112.595013,1217221,726.0,11.0,0.02,0.05,8.41,862.0,1550.0,0.58,20.0,6.4,0.05,0.1,513.0,6.0,594.0,4.0,1.0,0.2,0.05,103.0
POINT (-112.601053 52.085974),5181,10936,52.085974,-112.601053,1216766,728.0,12.0,0.005,0.01,8.41,863.0,1270.0,0.56,22.0,6.6,0.006,0.01,340.0,7.5,477.0,1.0,0.7,0.2,0.02,97.0
POINT (-112.608962 52.08227),5183,6860,52.08227,-112.608962,1217220,757.0,22.0,0.005,0.01,8.52,878.0,1010.0,0.84,17.0,7.8,0.008,0.06,141.0,5.5,401.0,1.0,0.7,0.1,0.02,97.0
POINT (-112.658586 52.092561),17004,17004,52.092561,-112.658586,1220246,685.0,33.0,0.005,0.01,8.56,768.0,1040.0,0.93,12.0,7.2,0.005,0.02,208.0,4.2,410.0,0.8,0.4,0.05,0.01,99.0
POINT (-112.72495 52.09191),8354,12081,52.09191,-112.72495,1202977,902.0,16.0,0.16,0.05,8.34,1070.0,1900.0,0.3,34.0,6.3,0.025,0.15,655.0,11.6,688.0,2.5,1.2,0.337,0.16,95.9
POINT (-112.740074 52.073816),3605,1317,52.073816,-112.740074,1072283,728.0,20.7,0.003,0.009,8.5,846.0,1340.0,0.67,21.0,5.4,0.011,0.14,375.0,7.5,516.0,1.0,0.7,0.3,0.009,102.0
POINT (-112.717886 52.062949),1264,8626,52.062949,-112.717886,1184039,632.0,26.0,0.005,0.01,8.64,718.0,788.0,1.48,6.5,50.6,0.005,0.01,19.0,2.6,335.0,0.9,0.1,0.1,0.02,101.0
POINT (-112.718753 52.063872),1265,4400,52.063872,-112.718753,1184043,640.0,32.0,0.005,0.01,8.69,715.0,762.0,1.43,7.6,44.8,0.005,0.01,7.4,2.7,322.0,0.8,0.2,0.1,0.02,99.0
POINT (-112.718635 52.064971),1270,7771,52.064971,-112.718635,1184075,620.0,34.0,0.005,0.01,8.71,687.0,744.0,1.42,12.0,48.7,0.005,0.03,3.1,4.6,314.0,0.8,0.2,0.1,0.02,100.0
POINT (-112.727573 52.050102),8824,5806,52.050102,-112.727573,1181003,528.0,30.0,0.009,0.017,8.6,498.0,1180.0,1.53,17.0,335.0,0.015,0.069,7.66,5.8,455.0,1.1,0.6,0.063,0.017,107.0
POINT (-112.708699 52.055088),15317,15317,52.055088,-112.708699,1218575,533.0,5.0,0.05,0.1,8.47,651.0,864.0,1.03,8.5,16.3,0.005,0.03,134.0,2.96,389.0,0.76,0.26,0.032,0.11,122.0
POINT (-112.708847 52.055087),10691,7217,52.055087,-112.708847,1184031,6.3,16.0,0.02,0.05,8.45,702.0,1580.0,0.4,20.0,7.6,0.05,0.1,618.0,9.0,583.0,4.0,1.0,0.1,0.07,102.0
POINT (-112.704795 52.055937),1263,4331,52.055937,-112.704795,1184035,655.0,28.0,0.005,0.01,8.64,742.0,870.0,1.34,8.8,14.9,0.005,0.15,92.8,3.2,365.0,0.8,0.2,0.2,0.02,104.0
POINT (-112.703975 52.056237),9879,6156,52.056237,-112.703975,1184047,662.0,6.0,0.02,0.05,8.3,807.0,1740.0,0.5,27.0,17.7,0.05,0.1,664.0,11.0,656.0,4.0,1.0,0.7,0.07,105.0
POINT (-112.691703 52.045297),7103,6013,52.045297,-112.691703,1217086,684.0,34.0,0.005,0.02,8.69,764.0,869.0,1.21,10.0,10.4,0.005,0.03,92.5,3.4,351.0,0.8,0.3,1.8,0.02,97.0
POINT (-112.693624 52.041736),5751,3971,52.041736,-112.693624,1217082,681.0,29.0,0.005,0.01,8.67,772.0,892.0,1.12,10.0,18.5,0.006,0.04,102.0,3.5,359.0,0.7,0.3,0.1,0.02,97.0
POINT (-112.691253 52.038416),5747,5016,52.038416,-112.691253,1217081,512.0,6.0,0.005,0.01,8.1,624.0,1160.0,0.18,180.0,7.5,0.086,0.01,426.0,45.9,351.0,3.8,15.8,0.6,0.02,98.0
POINT (-112.679514 52.026295),6787,12634,52.026295,-112.679514,1200875,794.0,15.0,0.02,0.05,8.41,938.0,1960.0,0.3,35.0,11.5,0.05,0.1,727.0,14.0,733.0,4.0,2.0,0.2,0.07,104.0
POINT (-112.702871 52.036406),10939,6962,52.036406,-112.702871,1205277,652.0,47.0,0.015,0.113,8.8,700.0,802.0,1.69,12.0,72.0,0.018,2.4,1.0,4.2,329.0,2.6,0.4,6.6,0.113,96.3
POINT (-112.737241 52.015521),2971,1677,52.015521,-112.737241,1070403,640.0,22.0,0.011,0.04,8.61,735.0,957.0,1.56,8.0,11.0,0.005,0.02,179.0,3.2,379.0,0.4,0.1,0.1,0.05,98.0
POINT (-112.712945 52.002038),6648,11938,52.002038,-112.712945,1200787,1020.0,43.0,0.009,0.017,8.4,977.0,2160.0,0.28,91.0,20.4,0.052,0.065,616.0,29.6,774.0,2.7,4.2,0.141,0.017,115.0
POINT (-112.746082 52.027707),3618,971,52.027707,-112.746082,1072363,585.0,30.2,0.003,0.003,8.71,653.0,1020.0,1.93,11.0,106.0,0.005,0.15,147.0,3.7,406.0,0.9,0.4,7.84,0.003,100.0
POINT (-112.746313 52.028011),10853,6814,52.028011,-112.746313,1179339,573.0,0.5,0.003,0.003,8.18,700.0,1280.0,0.94,91.0,52.2,0.041,0.8,382.0,24.4,462.0,2.3,7.2,0.78,0.003,105.0
POINT (-112.756379 52.025981),8367,9546,52.025981,-112.756379,1203029,707.0,26.0,0.05,0.05,8.6,811.0,1050.0,1.6,11.0,103.0,0.025,0.15,105.0,4.25,415.0,2.5,0.5,0.128,0.07,94.5
POINT (-112.764581 52.025859),5994,9822,52.025859,-112.764581,1184471,704.0,37.0,0.05,0.05,8.8,784.0,820.0,2.1,8.0,38.0,0.025,0.15,0.9,3.05,354.0,2.5,0.5,0.83,0.07,102.0
POINT (-112.76328 52.011302),15964,15964,52.011302,-112.76328,1219208,477.0,19.0,0.02,0.05,8.59,543.0,1250.0,1.5,120.0,337.0,0.05,0.1,94.0,47.0,489.0,4.0,1.0,0.2,0.07,110.0
POINT (-112.770622 52.010886),8366,11320,52.010886,-112.770622,1203025,422.0,5.0,0.05,9.73,7.83,515.0,849.0,0.2,538.0,36.9,0.005,0.03,242.0,141.0,82.2,5.04,45.2,0.03,9.73,95.0
POINT (-112.745851 52.014269),8560,8913,52.014269,-112.745851,1178695,611.0,66.0,0.009,0.017,8.72,545.0,995.0,0.01,11.2,12.2,0.005,0.029,211.0,4.0,375.0,0.8,0.3,0.037,0.017,103.8
POINT (-112.781731 51.968088),6260,7946,51.968088,-112.781731,1197463,500.0,28.0,0.003,0.003,8.8,560.0,770.0,2.0,5.7,34.0,0.006,0.12,140.0,2.3,290.0,0.6,0.2,0.17,0.003,92.0
POINT (-112.78188 51.96806),12155,10821,51.96806,-112.78188,1214285,500.0,27.0,0.003,0.003,8.69,550.0,800.0,2.0,7.9,82.0,0.005,0.06,100.0,2.7,310.0,0.7,0.2,0.06,0.003,93.0
POINT (-112.745945 52.043283),2629,6296,52.043283,-112.745945,1072875,495.0,42.0,0.009,0.017,8.68,453.0,1180.0,1.46,12.2,363.0,0.007,0.105,2.51,4.4,407.0,0.9,0.3,0.194,0.017,94.02
POINT (-112.742548 52.048171),8250,446,52.048171,-112.742548,1064735,677.0,25.0,0.005,0.01,8.62,773.0,939.0,1.16,10.0,28.3,0.005,0.01,141.0,3.8,358.0,1.3,0.3,0.1,0.02,91.0
POINT (-112.751324 52.046593),3407,1404,52.046593,-112.751324,1072879,844.0,77.0,0.009,0.017,8.74,767.0,1040.0,1.17,10.7,21.9,0.005,0.013,40.0,3.8,368.0,0.8,0.3,0.202,0.017,97.92
POINT (-112.761133 52.084619),10331,3704,52.084619,-112.761133,1179287,889.0,30.4,0.003,0.003,8.57,1020.0,1080.0,1.05,13.0,14.5,0.004,0.02,48.0,4.5,473.0,0.8,0.3,0.13,0.003,108.0
POINT (-112.759587 52.084642),10850,8920,52.084642,-112.759587,1179291,1010.0,11.8,0.003,0.008,8.36,1210.0,1510.0,0.41,22.0,4.0,0.007,0.01,305.0,7.8,581.0,1.1,0.6,0.03,0.008,96.0
POINT (-112.75653 52.084094),10851,6780,52.084094,-112.75653,1179295,872.0,27.7,0.003,0.014,8.55,1010.0,1030.0,1.15,11.0,14.6,0.006,0.05,61.5,3.8,426.0,0.7,0.3,0.1,0.014,98.0
POINT (-112.754556 52.10672),3455,3652,52.10672,-112.754556,1179275,327.0,0.5,0.003,0.008,8.18,399.0,452.0,0.1,270.0,41.9,0.198,0.91,36.8,79.6,72.9,5.9,17.6,0.99,0.008,103.0
POINT (-112.75455 52.10672),6942,8839,52.10672,-112.75455,1207429,366.0,5.0,0.05,0.05,8.21,447.0,458.0,0.1,169.0,24.7,0.151,0.665,36.0,50.7,112.0,4.54,10.2,0.712,0.071,95.3
POINT (-112.763022 52.09145),3131,792,52.09145,-112.763022,1064707,910.0,30.9,0.003,0.003,8.55,1050.0,1200.0,0.69,12.0,34.1,0.004,0.03,143.0,4.3,468.0,0.9,0.4,0.05,0.003,93.0
POINT (-112.83239 52.10149),13322,13322,52.10149,-112.83239,1215492,853.0,46.0,0.005,0.01,8.69,946.0,1310.0,1.3,22.0,5.4,0.006,0.02,290.0,7.7,492.0,1.3,0.6,0.05,0.01,94.0
POINT (-112.83231 52.10146),13551,13551,52.10146,-112.83231,1215721,837.0,34.0,0.02,0.02,8.45,937.0,1325.0,1.35,23.0,5.2,0.01,0.03,285.0,8.2,521.0,1.5,0.6,0.06,0.02,102.0
POINT (-112.81149 52.083225),12452,5284,52.083225,-112.81149,1210137,775.0,7.4,0.05,0.292,8.29,930.0,1960.0,0.26,101.0,10.3,0.0604,0.03,808.0,34.2,637.0,2.3,3.78,3.37,0.292,91.3
POINT (-112.811699 52.083339),12451,11800,52.083339,-112.811699,1210133,765.0,5.0,0.05,0.05,8.24,933.0,2110.0,0.26,138.0,13.7,0.0879,0.345,883.0,45.0,702.0,2.81,6.17,0.442,0.071,97.9
POINT (-112.81602 52.045316),11672,11832,52.045316,-112.81602,1208961,720.0,0.5,0.003,0.39,7.86,880.0,3230.0,0.24,470.0,13.0,1.1,7.7,1700.0,130.0,940.0,3.7,32.0,39.0,0.39,100.0
POINT (-112.8345 52.05525),1232,5641,52.05525,-112.8345,1183871,748.0,1.0,0.06,0.2,7.9,913.0,2410.0,0.3,210.0,3.0,0.115,0.194,1060.0,64.5,821.0,3.3,12.1,0.236,0.2,108.0
POINT (-112.835983 52.055268),1236,4125,52.055268,-112.835983,1183891,748.0,1.0,0.06,0.2,8.0,912.0,2360.0,0.3,220.0,3.0,0.123,0.066,1020.0,66.4,798.0,3.3,12.8,2.05,0.2,108.0
POINT (-112.831263 52.066707),1536,9245,52.066707,-112.831263,1175879,723.0,25.0,0.009,0.017,8.41,699.0,2010.0,0.3,51.0,5.89,0.021,0.129,820.0,17.8,730.0,1.8,1.6,0.15,0.017,111.2
POINT (-112.840414 52.071753),7675,11332,52.071753,-112.840414,1204401,889.0,5.0,0.05,0.05,7.99,1080.0,2850.0,0.24,151.0,4.39,0.103,0.15,1350.0,50.9,903.0,2.9,5.91,2.56,0.071,90.0
POINT (-112.840444 52.071779),3461,4651,52.071779,-112.840444,1179327,883.0,0.5,0.003,0.003,7.97,1080.0,2870.0,0.22,150.0,4.9,0.106,0.93,1260.0,52.9,1010.0,2.9,5.5,2.73,0.003,107.0
POINT (-112.84314 52.04746),10698,12742,52.04746,-112.84314,1207853,720.0,0.5,0.003,0.003,7.6,880.0,2200.0,0.36,180.0,7.0,0.18,1.1,990.0,57.0,720.0,2.7,8.4,1.2,0.003,99.0
POINT (-112.862706 52.041161),8551,9813,52.041161,-112.862706,1181647,780.0,22.0,0.038,0.92,8.5,900.0,1100.0,1.4,15.0,5.9,0.005,0.06,200.0,5.4,390.0,0.9,0.4,0.06,0.96,86.0
POINT (-112.866916 52.051416),15079,15079,52.051416,-112.866916,1218337,894.0,5.0,0.06,0.02,8.18,1090.0,2090.0,0.05,142.0,4.0,0.035,0.2,682.0,47.0,688.0,2.4,5.9,0.6,0.06,102.0
POINT (-112.86825 52.051875),6534,5652,52.051875,-112.86825,1184799,854.0,30.0,0.02,0.02,8.37,968.0,2111.0,0.41,142.0,7.5,0.03,0.57,803.0,45.5,732.0,3.1,7.0,0.6,0.02,103.0
POINT (-112.854481 52.079517),7676,11099,52.079517,-112.854481,1204405,1060.0,17.8,0.05,0.08,8.36,1260.0,2370.0,0.24,132.0,6.02,0.0312,0.487,842.0,42.7,836.0,2.57,6.08,0.512,0.08,100.0
POINT (-112.854601 52.079596),9591,10510,52.079596,-112.854601,1202229,1050.0,5.0,0.022,0.015,8.3,1290.0,2310.0,0.21,131.0,8.62,0.033,0.1,802.0,42.5,817.0,3.6,6.1,1.2,0.022,100.0
POINT (-112.844636 52.076488),7566,11970,52.076488,-112.844636,1204385,956.0,5.0,0.05,0.05,7.99,1170.0,2300.0,0.31,201.0,5.48,0.025,0.15,907.0,59.5,743.0,2.5,12.7,0.74,0.071,100.0
POINT (-112.841921 52.103758),10433,8596,52.103758,-112.841921,1181183,800.0,34.0,0.004,0.028,8.6,908.0,1120.0,1.63,19.0,8.1,0.007,0.08,184.0,6.6,437.0,1.2,0.7,0.45,0.032,96.0
POINT (-112.856029 52.09361),7569,8284,52.09361,-112.856029,1204397,858.0,22.2,0.05,0.05,8.45,1000.0,1690.0,1.02,31.8,6.02,0.0178,0.127,562.0,11.2,589.0,1.43,0.93,0.605,0.071,90.0
POINT (-112.888381 52.08828),15098,15098,52.08828,-112.888381,1218356,663.0,19.0,0.03,0.07,8.45,762.0,1199.0,2.09,21.0,17.5,0.04,0.11,314.0,7.2,458.0,1.5,0.8,11.8,0.1,101.0
POINT (-112.889496 52.088248),9697,8208,52.088248,-112.889496,1202253,670.0,13.0,0.003,0.003,8.44,790.0,1000.0,2.3,14.0,20.0,0.006,0.07,190.0,5.0,380.0,1.0,0.3,6.0,0.003,93.0
POINT (-112.889365 52.088252),12127,11840,52.088252,-112.889365,1209669,696.0,30.6,0.05,0.05,8.65,787.0,1090.0,2.23,15.7,16.1,0.0065,0.03,227.0,5.57,417.0,1.11,0.44,0.227,0.07,96.2
POINT (-112.895837 52.088031),12124,12849,52.088031,-112.895837,1209657,861.0,39.1,0.05,0.05,8.65,971.0,1070.0,2.23,14.1,17.3,0.005,0.079,109.0,5.05,422.0,1.1,0.37,1.08,0.07,92.9
POINT (-112.89501 52.08814),13474,13474,52.08814,-112.89501,1215644,840.0,18.0,0.005,0.01,8.49,988.0,1060.0,1.94,15.0,16.5,0.006,0.92,102.0,5.3,427.0,1.0,0.4,1.26,0.01,97.0
POINT (-112.887091 52.093522),6879,12198,52.093522,-112.887091,1213445,778.0,19.0,0.05,0.05,8.41,910.0,1100.0,1.48,53.7,11.9,0.0195,0.095,184.0,14.7,419.0,1.67,4.13,10.9,0.071,97.7
POINT (-112.890634 52.100894),85,1619,52.100894,-112.890634,1156515,798.0,14.0,0.02,0.05,8.39,944.0,1600.0,1.1,20.0,9.5,0.05,0.1,492.0,9.0,613.0,4.0,1.0,0.2,0.07,102.0
POINT (-112.890818 52.10091),373,2545,52.10091,-112.890818,1156513,794.0,13.0,0.02,0.05,8.42,942.0,1520.0,1.3,20.0,10.6,0.05,0.1,448.0,9.0,578.0,4.0,1.0,0.2,0.05,100.0
POINT (-112.89271 52.10127),13549,13549,52.10127,-112.89271,1215719,799.0,8.0,0.02,0.1,8.37,954.0,1536.0,1.18,32.0,9.3,0.01,0.03,452.0,11.4,580.0,1.9,0.9,0.11,0.1,101.0
POINT (-112.893921 52.101387),7577,6228,52.101387,-112.893921,1070659,796.0,12.0,0.2,0.2,8.42,937.0,1505.0,1.18,41.0,9.3,0.01,0.04,451.0,14.3,550.0,2.1,1.2,0.05,0.2,97.0
POINT (-112.893889 52.101306),7486,10882,52.101306,-112.893889,1195899,829.0,23.0,0.05,0.05,8.48,965.0,1530.0,0.7,27.0,6.6,0.025,0.15,454.0,9.63,565.0,2.5,0.8,0.045,0.07,95.7
POINT (-112.893889 52.101316),11893,11160,52.101316,-112.893889,1213173,691.0,28.2,0.05,0.05,8.53,785.0,1420.0,1.08,25.4,9.38,0.0091,0.039,469.0,8.93,515.0,1.41,0.76,0.048,0.071,96.0
POINT (-112.894228 52.101409),3338,1834,52.101409,-112.894228,1070675,798.0,15.0,0.2,0.2,8.45,936.0,1440.0,1.32,37.0,10.1,0.01,0.02,402.0,12.9,532.0,2.0,1.1,0.04,0.2,97.0
POINT (-112.894264 52.101553),5784,9937,52.101553,-112.894264,1213449,761.0,28.9,0.05,0.05,8.54,870.0,1460.0,1.26,24.0,10.6,0.0077,0.03,422.0,8.42,558.0,1.38,0.72,0.047,0.071,102.0
